V11, V05, V04, V07, V06, V01, V00, V03, V24, V28, V09, V08, V23, V22, V21, V20, V27, V26, V18, V19, V25, V12, V13, V10, V02, V16, V17, V14, V15
183.798097408, 122.584633214, 149.694624624, 89.6249401255, 83.6859515521, 27.4174243411, 64.7802805594, 69.8829774346, 205.048299024, 162.661122186, 181.460090216, 546.364145769, 107.740401831, 33.5721075943, 164.889223265, 261.149206315, 68.3663587276, 273.58893808, 174.419428285, 904.033520403, 76.3700079835, 146.154307338, 149.674323752, 97.0519414002, 132.29635658, 264.94482288, 138.185148133, 117.233026843, 114.563456764
119.441441189, 125.844786904, 112.712527425, 95.2829960211, 154.529992215, 49.8433459775, 116.565468036, 95.0372370417, 280.044722344, 144.613790869, 172.899597803, 218.844371804, 146.639730835, 66.7570576322, 145.920444646, 149.708947894, 129.018737301, 961.610244974, 284.274858002, 584.641135117, 116.10998381, 157.109833536, 165.875002477, 97.0677278547, 112.483194547, 322.83041002, 144.727217568, 129.945985107, 123.755524439
150.648901892, 144.587664019, 123.681765142, 81.0578920528, 123.718309066, 70.3703790347, 141.447085199, 117.261219407, 63.6910074759, 126.978121369, 415.297302493, 443.456197416, 129.989843861, 116.721284145, 138.328762896, 155.929532815, 104.587260654, 346.540198805, 213.363787624, 426.474683921, 124.628947733, 117.917325336, 163.757046569, 127.081373427, 124.568448262, 506.020567605, 177.802301487, 72.5212676314, 109.610908207
156.074294754, 161.421276454, 110.194621573, 102.980532258, 83.7869103426, 71.3312849865, 46.7863909014, 113.95016054, 240.416303472, 179.649862706, 161.610813592, 54.0161655251, 170.458982176, 79.2283977325, 147.020555101, 229.436281965, 131.825395202, 2.72725711427, 102.120262022, 820.258283115, 97.9172686594, 137.498626255, 160.876990219, 97.4838651966, 120.337607388, 399.903311128, 175.151201727, 87.439229185, 121.201844243
180.422780677, 131.013164649, 154.614836835, 81.5422545657, 236.736096753, 124.372540109, 98.7739715476, 111.107627281, 77.9251157983, 168.591513064, 304.407251788, 553.648399138, 163.671285437, 89.6562238788, 167.185636152, 270.387698597, 117.356029169, 81.8421448721, 112.075597519, 968.516546192, 73.4334681377, 131.438232912, 144.368738259, 93.5304242281, 126.254251538, 324.35326769, 163.070956232, 106.924019334, 106.138574234
104.467106165, 138.855845906, 132.868288194, 83.7484670056, 64.5442670073, 97.2926746422, 95.8320690323, 125.605016462, 503.888216411, 163.932185018, 171.111069357, 947.330511858, 121.95353826, 23.0540787318, 152.11036194, 129.854182597, 156.640844179, 387.363253012, 156.22118275, 368.016606141, 90.5955291149, 122.007427127, 138.972214521, 115.939678346, 122.120711873, 203.972065075, 157.667932772, 130.688319415, 117.066097545
132.929145238, 121.13440049, 172.296046622, 90.5569833715, 186.720120195, 28.5382223047, 86.7664866024, 74.5789737983, 916.640380251, 228.420076315, 42.7820986577, 633.371367832, 125.449108066, 60.851162811, 145.947976722, 102.99835973, 103.300829287, 347.007926666, 208.917688955, 897.236062188, 115.568759351, 144.964326464, 130.860447873, 104.018304455, 135.120167382, 183.382529452, 134.487500789, 157.059045143, 122.071853734
167.383590182, 127.102519195, 140.089120198, 88.4517327651, 123.282057479, 105.54775804, 97.1630930951, 102.951815338, 80.640219017, 202.879177804, 426.874971861, 755.507430849, 156.506114908, 56.5800887966, 122.309615, 169.257616258, 86.6495191828, 112.470153474, 142.512992156, 207.832391735, 93.0418943305, 131.971911395, 145.935921354, 95.572350227, 134.865135246, 360.127366612, 115.795219913, 159.233128053, 96.5175367042
167.105472241, 138.054752202, 112.363937429, 108.358034944, 86.9654328649, 102.76422351, 82.2234049699, 76.2868728741, 270.215951333, 166.14813509, 207.330107593, 903.153051613, 139.048959364, 60.8030351229, 168.534714515, 73.838438531, 115.605018322, 967.870190299, 165.82203262, 600.061300852, 111.800916397, 140.583067931, 143.776248716, 105.258743669, 121.047755602, 472.160148735, 117.394450895, 134.327680047, 144.002639479
129.441563309, 152.549653058, 109.008246344, 100.549713079, 72.6954191182, 91.8709555417, 65.4568096243, 117.970785612, 848.553149108, 141.93719293, 265.122940689, 450.629797181, 113.795074732, 90.3998195056, 137.043295698, 206.084794746, 120.939272251, 457.668388145, 181.799969545, 218.515037905, 117.026634095, 137.440509773, 128.504195071, 96.266089409, 102.493107889, 320.514098067, 162.58073489, 106.539567978, 110.978058075
137.603302619, 135.888004887, 137.091948364, 108.917019043, 104.059634718, 70.6365913198, 91.0826184135, 93.6681505185, 8.77985691673, 166.905479308, 457.745383359, 840.088957337, 94.5958137649, 58.7119401808, 143.147323373, 187.716962011, 134.162844087, 696.525774719, 159.402246928, 255.459532889, 82.0371319596, 136.607325475, 149.605876526, 104.162351699, 101.443703365, 523.604723129, 142.079760568, 164.807661528, 112.511313377
165.169160816, 173.112127228, 164.052610592, 102.026088529, 136.212475807, 0.880289115572, 73.664881157, 90.1250121995, 798.724277282, 166.385244779, 34.9334763568, 586.755538043, 166.103178905, 37.9632189613, 127.48494845, 196.177519557, 145.708763121, 284.209771465, 213.570285462, 362.680482347, 123.45615965, 134.957180351, 136.214094108, 95.9345755862, 131.212330969, 233.415071295, 161.572224989, 186.695384869, 111.363929278
133.393803573, 131.260138784, 132.871124311, 92.5297712448, 170.059972248, 43.2460505327, 132.825782901, 89.2504094515, 242.487645383, 170.811693615, 188.449964819, 359.526593922, 151.174820462, 69.7598923582, 162.494142066, 74.4495863673, 76.6304745698, 803.946932321, 130.979310885, 713.875623892, 115.87890667, 152.857433403, 164.18373233, 109.947845886, 112.877823038, 183.622111556, 151.869860874, 102.581807102, 110.832651277
159.481371862, 126.50070647, 135.022360928, 119.208929673, 111.939092269, 100.541509752, 144.368682322, 106.962556715, 17.7231720401, 117.728707611, 245.114448599, 356.443090491, 104.009795881, 78.482192334, 172.363397, 246.804931096, 114.535989542, 233.702341637, 101.610434782, 116.323745559, 82.9464071163, 124.55781657, 158.911334289, 124.380441823, 112.850226099, 312.025023951, 145.344275504, 52.7473074721, 132.34197608
114.288677876, 121.12106418, 128.273020404, 97.1851108347, 235.004350987, 7.43584449292, 106.290436636, 94.1829760492, 276.956997833, 155.37267391, 295.600104425, 78.539464602, 114.763108789, 79.7743130614, 162.018421112, 123.439812502, 151.972679112, 732.021162619, 160.896569547, 747.606158988, 107.953055276, 124.190512679, 133.281968954, 99.9401704292, 128.288802844, 343.949706328, 160.505699105, 120.377237257, 95.4998014369
155.5279758, 171.250407148, 132.651663113, 90.6062224391, 94.8712077404, 12.4054224185, 100.463451936, 108.142177159, 355.04198751, 174.952428367, 204.276327066, 628.37365163, 110.168252733, 21.2898971775, 144.564139817, 185.339835575, 88.3454309375, 626.975008678, 133.153131618, 148.955081593, 111.284594063, 142.874888476, 130.788282388, 111.151986536, 112.362760473, 230.773371814, 157.158085132, 53.8276393849, 119.397476631
114.052184757, 157.407881676, 130.509325425, 89.6681764658, 98.6824790912, 42.0024830422, 101.566826953, 106.216188231, 299.903072208, 156.9371353, 180.00806172, 101.910784246, 140.288156913, 80.1811884832, 161.708355103, 132.650872031, 108.990298229, 201.777171032, 236.05352918, 650.466444296, 121.230984269, 139.762177201, 155.690789478, 107.72860251, 108.873380373, 299.530497849, 125.308543039, 113.80337191, 113.064642774
129.930126721, 172.689728464, 119.678603185, 88.6643721373, 142.316138604, 77.7625621798, 108.532625674, 89.644408311, 63.803440722, 162.006795848, 285.532226887, 871.727353036, 150.85928821, 74.8720863064, 131.56201586, 133.151161378, 81.2163786296, 13.9784204335, 143.373396015, 951.793693353, 75.0797521942, 151.474921692, 149.837982949, 113.912100986, 109.492680451, 270.370794263, 160.846657716, 107.121476043, 142.052440898
168.691633939, 134.223583407, 110.761953692, 93.1306303833, 117.791944623, 74.7666773452, 129.675570084, 109.979904073, 58.0645107724, 132.721725846, 138.92806356, 254.092488318, 137.648004209, 41.4624604544, 128.341970118, 148.926551801, 122.490439738, 885.147384956, 174.224366422, 570.531716687, 84.945101163, 147.157845804, 133.439665436, 91.112954615, 112.724613024, 280.019424718, 170.276697707, 160.523278242, 114.363322019
148.849275522, 142.826084872, 117.650322697, 103.907145542, 97.0666288958, 69.4698530784, 84.2985632835, 75.474327579, 385.354726369, 169.049152469, 320.943107346, 251.457092655, 153.713755571, 66.2887131319, 135.60035609, 207.925019639, 149.027545732, 503.102773902, 165.424598451, 5.21197165482, 84.2222314112, 131.865700308, 149.208705827, 114.8704945, 128.186867564, 421.976074007, 147.548386539, 120.739220895, 109.398379909
183.077154513, 121.241895827, 119.181287652, 101.317661133, 95.8940271499, 47.7871196343, 121.454555692, 103.596570183, 334.497303502, 131.340634128, 146.839212109, 281.460715312, 137.318595471, 50.7915902096, 135.229016935, 131.928683774, 137.778796235, 104.08611338, 167.127395406, 292.581865203, 94.5041055132, 138.722108133, 151.42409743, 97.2151462509, 118.668131681, 371.576170395, 122.27102543, 128.233783769, 114.360524452
131.979398307, 130.56071836, 129.481172606, 106.967466234, 70.9178547719, 61.6066256298, 77.6784179381, 61.6084199136, 950.147810087, 154.645038884, 413.989197387, 556.970651518, 155.71729578, 82.3652997994, 141.578455694, 114.513294833, 91.5763796394, 742.982091655, 132.927011505, 44.0868164207, 119.15630026, 141.317811156, 137.386912814, 86.4261490338, 131.466136105, 361.175312399, 135.438454077, 78.2902178582, 93.1760231227
163.780040143, 137.839295058, 122.120600359, 91.255331112, 88.3352125723, 3.84013443468, 99.3798329918, 102.129836582, 991.630240523, 170.2498787, 172.837865909, 942.237073777, 157.672913647, 143.182924647, 129.676079341, 189.660008711, 116.670092134, 486.918937483, 266.120428379, 162.327376254, 79.8436903648, 151.128821074, 124.507514343, 106.415682818, 126.168618491, 201.320573373, 137.757862069, 103.585848705, 134.57574231
134.944316717, 152.37677402, 154.998496927, 95.8716921262, 148.068315096, 101.008533264, 109.14502521, 111.417954707, 660.659588538, 142.130719395, 225.558397139, 196.00165847, 163.840441606, 60.6970972804, 145.423296783, 110.501471598, 101.209753717, 974.371089409, 192.169700752, 659.202840849, 105.621707582, 114.646558156, 150.154098364, 112.409435288, 122.853892146, 326.442593858, 163.547992426, 169.263063597, 132.015304229
207.716031306, 129.460683228, 130.118826244, 103.981275969, 86.8551831921, 69.6034205709, 92.3491895948, 104.180222053, 80.6631526247, 135.209661385, 202.203764421, 787.385455377, 127.971209892, 63.5523546852, 158.750212227, 155.616475752, 139.225302879, 164.402713666, 176.92947109, 79.0148863925, 129.624296141, 131.729095833, 139.991148343, 96.3939443019, 114.531297924, 248.680027615, 149.395434758, 136.127774306, 138.264998858
158.576478429, 155.70579948, 124.51528768, 93.2233991432, 159.739483608, 82.9855726071, 135.68757218, 91.4283397929, 636.168629313, 151.407973617, 262.422382884, 900.592646419, 106.128014862, 79.5729752565, 139.813442101, 78.2423172728, 109.563098498, 708.488755597, 220.238113169, 444.776287392, 91.8320423066, 132.534464178, 158.918252087, 98.2868082603, 102.589653897, 572.28941726, 149.330014672, 90.6401330019, 103.122208325
151.13415436, 163.957696243, 95.4377891318, 93.8242809443, 89.2712142516, 114.60548719, 96.2563478651, 90.58654319, 261.148514784, 147.712551318, 234.485201471, 782.250103825, 115.793067525, 121.919847179, 137.469330518, 148.042044875, 53.90184916, 192.635097377, 147.287827129, 60.4818542704, 118.274476517, 140.35307555, 168.880392341, 103.937722801, 127.234740173, 99.8505518957, 172.277303269, 94.3080121653, 108.444586968
156.628341405, 142.805870493, 85.4734730268, 79.8511350873, 60.2238577741, 63.8840866936, 91.6350757495, 110.80398062, 209.826527503, 134.336105361, 225.216719068, 225.011272308, 116.120071525, 93.7056900039, 132.160416075, 104.162321109, 139.469446261, 959.711339922, 168.237395433, 686.252718352, 111.528311466, 108.681403459, 149.735424741, 98.7783334457, 121.04477632, 277.446856116, 132.722188858, 106.616750134, 128.394518852
168.744334616, 136.15208284, 139.790444214, 82.9362382236, 49.6293006972, 46.5399371014, 68.225527533, 97.6535814752, 157.09494544, 160.20863997, 137.200679118, 721.621781296, 113.607046089, 100.507924796, 120.962720364, 256.17324628, 82.4104008086, 890.138472402, 219.060085101, 147.984114648, 116.273195672, 126.499679413, 141.081231386, 121.195948354, 114.589017439, 286.495705251, 152.160330471, 124.166582302, 112.952477114
166.090198504, 132.911186661, 108.568926471, 77.3693669855, 96.8855047062, 41.3587059013, 40.4581176945, 92.6724378251, 197.645761478, 141.924296365, 230.799025176, 202.283381351, 148.620469914, 114.370134808, 163.413216397, 211.369229375, 93.1232279294, 202.212790399, 112.82985111, 313.888808496, 102.226487888, 139.723244356, 132.800434526, 119.340409212, 104.932372164, 242.638714754, 163.045217303, 114.957249122, 102.003273857
130.022311816, 148.945814459, 138.165992027, 89.3793346104, 10.8591558944, 154.813156266, 102.880587854, 86.26278167, 194.740746941, 172.414151506, 103.906877943, 317.674121646, 118.658441947, 72.9930489861, 158.077651846, 189.737573219, 110.354465699, 686.332866628, 263.673753109, 886.729066421, 99.9566877123, 141.580754524, 124.015003593, 83.9858721589, 137.058951508, 185.400657993, 136.498638744, 114.655254926, 110.160103771
195.705028355, 117.993141144, 117.253238198, 93.3677775047, 137.716019069, 135.605326869, 77.8080691574, 107.947269009, 572.007730314, 136.893232455, 176.584556005, 587.543957662, 168.845333714, 73.9609491382, 153.466389743, 240.275432111, 132.614325896, 524.248119042, 267.717671898, 662.939214959, 94.1687184138, 141.4918559, 159.198564507, 110.526662378, 111.848028844, 99.2038032098, 181.394844961, 123.366345918, 124.230914476
157.568180401, 178.867166819, 118.317173114, 104.730842436, 102.154271775, 13.9440575281, 118.189420655, 109.662804128, 652.512333085, 146.746850134, 297.529251533, 616.886182621, 98.1114418391, 31.5850100865, 121.532497053, 212.79719922, 102.00134357, 35.3642823356, 202.737233371, 755.202486107, 93.0464300074, 139.710226626, 153.427898396, 105.024293049, 94.6277759359, 273.031267494, 148.741595841, 110.364562806, 108.636007608
151.184114732, 130.088972773, 126.199064981, 98.8657178716, 121.854431989, 43.5348419674, 93.2890213228, 93.3671154616, 184.901189196, 176.035382729, 280.730745348, 263.759050675, 103.970046614, 137.562423088, 126.079854682, 236.042671211, 113.099202493, 23.0953674065, 289.345207635, 265.576738866, 93.0763638088, 157.119598085, 152.429270132, 103.168759517, 119.843920224, 308.690735733, 163.986986717, 112.376722214, 125.542957939
167.825753588, 162.469597608, 119.181308379, 85.8407737731, 154.250023531, 1.24444681398, 57.0732616569, 81.6465733213, 753.844378052, 109.080294047, 153.642693872, 578.00632418, 127.492182218, 48.3497870673, 187.883663713, 261.119607576, 125.535283402, 858.406804463, 225.495768288, 792.260674449, 101.828624686, 124.339462126, 154.849614504, 91.839894703, 114.849471617, 444.270263472, 130.521843592, 164.298530733, 117.077083804
141.263753862, 140.426399604, 130.731353872, 82.8647806922, 117.858605385, 40.9568141861, 97.5816606597, 106.717496056, 21.1129728467, 168.102498022, 316.443695459, 854.287551707, 138.982824775, 132.213031561, 173.030876614, 123.304104764, 85.9415189753, 542.752562477, 284.569666689, 395.65395592, 93.0229549627, 113.73714798, 147.158794998, 114.214620928, 104.359394671, 453.142044747, 151.304033143, 104.957937953, 109.080356779
160.493547239, 158.963698786, 103.349703564, 71.8269181718, 158.489587234, 85.9887341585, 74.2924751595, 94.7969001938, 189.8012315, 109.870890809, 227.54180055, 667.889331154, 133.012186953, 93.8070163182, 139.326818327, 287.353138156, 119.238894183, 3.67179373202, 315.716288234, 123.657168112, 68.6252844359, 128.884405639, 155.471669951, 128.384405459, 124.421925864, 161.90842653, 149.586046459, 174.645162749, 122.408038699
160.63239968, 141.725874297, 144.758749936, 74.1703459539, 132.638417319, 44.7647031361, 92.0980466056, 88.9284384089, 473.293708574, 167.035019653, 184.580781401, 754.241078999, 103.405255771, 67.6259205473, 148.991654253, 199.814388808, 101.291689425, 0.879970494923, 134.432197094, 438.566456734, 115.532728752, 129.715599149, 130.474722839, 95.7337611207, 92.8113226515, 424.067568194, 172.205155433, 176.770744887, 143.630039844
149.676024112, 141.289450139, 102.825897888, 106.44194537, 96.2741888684, 104.229411587, 80.6335543219, 121.120784539, 393.697353009, 154.63468549, 232.429968531, 369.832508312, 131.129496947, 48.5785724539, 125.936688622, 181.926601734, 125.350793993, 402.177027068, 99.4680156725, 581.295107042, 106.014115584, 140.117781383, 153.119770038, 102.777285803, 119.252526286, 422.825694568, 169.297007312, 77.6978523097, 134.273478018
