V11, V05, V04, V07, V06, V01, V00, V03, V24, V28, V09, V08, V23, V22, V21, V20, V27, V26, V18, V19, V25, V12, V13, V10, V02, V16, V17, V14, V15
163.489697969, 150.707947283, 140.946003615, 86.8489661813, 159.794881297, 120.205898707, 91.846331926, 102.865360248, 188.816378724, 151.8173375, 71.471931842, 475.780433415, 141.979627713, 150.438566284, 136.920501262, 137.281361291, 144.933979825, 823.200397833, 178.351644989, 140.005826609, 138.960497961, 161.744158514, 122.104048177, 112.308318487, 102.540654676, 130.965030979, 114.024807451, 170.400591515, 130.316739728
169.970425933, 149.575346805, 137.49017044, 96.6452518098, 154.801619184, 137.604218147, 107.158339704, 122.40904584, 687.644695551, 151.733826024, 77.9032421237, 368.903995023, 154.813214325, 165.151813088, 146.56540502, 147.573367241, 157.000648111, 674.866996789, 184.623088818, 154.265631936, 147.000216993, 154.308552486, 137.528676055, 96.2517741591, 112.024445073, 146.093793475, 134.99465919, 161.683495522, 145.40547773
180.846831028, 166.66826455, 133.008485557, 71.232033737, 167.504800567, 141.681466147, 59.219624046, 121.625193365, 964.102539934, 188.501485484, 2.59812170481, 223.484332566, 178.020578498, 171.543086796, 165.840556944, 177.003933735, 178.982079638, 962.265426563, 244.41289512, 177.242978287, 170.048246216, 166.98856146, 164.416541066, 115.564991534, 105.464533976, 165.466163596, 146.152693358, 176.732429284, 165.427954504
190.111352975, 152.019452046, 110.470331821, 109.050961228, 155.552176695, 122.497099505, 94.4934944257, 109.624017282, 842.616781481, 190.117080389, 67.7092646628, 326.926088285, 185.040315656, 177.039835172, 169.533659474, 172.522953252, 187.866543067, 957.60034866, 189.912664775, 175.176218651, 174.959951754, 167.522457411, 163.529196948, 115.387288889, 98.4277488286, 166.915424275, 129.838490447, 168.499092483, 165.576889624
158.294461049, 143.429868376, 140.117723823, 95.0986583177, 153.298843689, 129.428650365, 92.5758757074, 135.955518457, 400.646296254, 155.453995668, 35.9503743745, 588.893355461, 139.04367224, 166.26509399, 131.178791252, 134.4469709, 149.125142786, 588.312392406, 189.292882495, 137.784225614, 131.593703768, 143.592387722, 128.65093975, 95.7330575146, 107.679139098, 130.57512149, 124.537972659, 169.790447373, 130.015748768
165.041110016, 156.028719061, 140.832007439, 113.504212472, 156.832230093, 147.524849687, 96.2371062863, 122.234124029, 502.189739775, 182.079798412, 88.8019889243, 535.509256929, 161.869998099, 149.961504193, 144.263777986, 149.725963042, 165.118929142, 547.293828704, 303.884743541, 150.385705533, 145.052730544, 150.769554735, 143.755397472, 98.6945144865, 121.807359906, 144.177663782, 141.967505649, 197.232388292, 144.104989444
201.506820145, 172.343046772, 154.30882898, 95.1409494234, 187.410291723, 169.987306929, 68.6530178223, 120.433314277, 272.996064453, 211.792464919, 67.5692714163, 796.714152845, 161.534210602, 169.242743966, 156.495129599, 160.800415224, 162.4056273, 800.260484054, 242.739994866, 161.137882443, 158.131808692, 154.749707875, 150.620794305, 110.777049375, 116.887273591, 154.122537903, 137.031330809, 163.695287198, 152.934307669
189.048752093, 132.202916979, 131.826542556, 93.5876019284, 161.767072583, 91.9564686599, 78.0132834392, 101.897232715, 807.063762484, 167.226254764, 39.3412182602, 621.296629283, 158.512079288, 166.559637763, 158.030234276, 158.434109152, 190.090324957, 764.375232261, 322.519992888, 158.478680281, 158.907079013, 157.732698384, 157.626307132, 104.113330444, 90.7964293121, 157.821731577, 123.901456872, 188.710384352, 157.69255777
184.405162043, 162.338182713, 145.848573696, 104.306116542, 179.062231706, 122.531655615, 86.2991794542, 110.223715547, 431.327660895, 180.875796723, 101.726391252, 683.249113718, 183.357324362, 182.420692198, 174.341333155, 176.014138746, 186.022932405, 217.054555399, 180.101251504, 176.931087901, 175.428637136, 176.415122739, 169.732333261, 102.970939563, 103.695694099, 172.849019483, 137.139247302, 198.056716916, 170.558572984
178.776604218, 126.527645978, 116.502272702, 86.9432420265, 143.600656314, 119.498275069, 88.4818290618, 115.141512143, 900.347512985, 166.152751277, 81.7110375209, 293.104383504, 159.297975281, 127.515592325, 126.568410037, 128.918690735, 181.467381431, 812.174538765, 204.807805125, 137.741040969, 127.27571668, 137.021453064, 124.587061123, 112.081573288, 103.230414255, 126.531857111, 119.656422124, 152.949380589, 126.526259256
173.825766923, 157.665483859, 128.003162023, 97.5964200753, 160.508939886, 157.139568299, 38.4561626658, 115.842363343, 420.927638338, 159.999985946, 85.2506143246, 207.266127076, 144.398786152, 155.292556382, 132.724371906, 134.847691724, 152.787498206, 615.324701269, 164.22689395, 140.436858037, 132.72601906, 131.461503296, 130.999807192, 106.078428112, 115.096474286, 132.33637912, 115.41512534, 151.519256698, 131.15795925
183.165990491, 169.303871473, 158.578736831, 84.0209373271, 179.471087813, 144.393093989, 67.6050439751, 126.443689228, 887.03641047, 174.511079854, 44.6558430453, 659.516971669, 180.078137711, 175.409991995, 167.377274819, 178.220267745, 188.784109055, 937.775398175, 178.476046999, 179.485620637, 170.131812761, 160.885145943, 160.269137349, 98.9356379987, 124.709712228, 167.162371744, 137.835640101, 198.651131767, 165.985023182
157.220220444, 147.314130616, 125.557453187, 87.6223690739, 154.13295647, 133.589706648, 110.086214082, 123.837452451, 645.078564906, 186.359104744, 76.2966626067, 424.836225857, 155.866676365, 189.941337072, 139.515147431, 142.87451219, 162.593830561, 376.607048, 246.322569399, 155.212045141, 141.545747395, 132.715526629, 129.237015868, 88.0234533939, 119.341052296, 137.950677729, 111.553595531, 140.510447953, 135.623876235
170.896350339, 142.278215733, 115.917426039, 90.9208947328, 154.890473807, 114.137480311, 76.4360794367, 113.564838648, 270.856654563, 191.489883112, 62.0007555735, 892.306165955, 172.10548458, 178.138635592, 168.048507461, 171.947520121, 196.120654709, 417.679587822, 173.406165667, 172.060607666, 169.425475043, 166.352013295, 165.619143553, 109.559589022, 112.497426488, 167.819706139, 119.076666255, 177.485692365, 167.258429104
172.255539457, 134.765979723, 123.169617348, 96.0063918813, 155.905863113, 125.378139636, 93.6674924312, 122.830983692, 929.348519467, 195.380639255, 53.7881173376, 579.985630171, 150.793455047, 150.977673896, 145.426558068, 145.782119311, 164.047305083, 943.613108297, 162.658083716, 149.478279926, 146.934504415, 146.307384423, 144.591032808, 116.283953616, 120.283436438, 145.335427204, 142.083403477, 153.528811907, 144.874137142
181.413712817, 126.988910332, 123.426147606, 80.4070444337, 138.723390817, 122.445076015, 60.8957589821, 117.894830276, 582.490036826, 196.891200811, 35.54697637, 645.614919951, 174.14078209, 174.437356258, 173.631364137, 173.904728553, 184.504658576, 289.739300135, 186.24302592, 173.952467949, 174.170768939, 169.671557502, 164.50405891, 104.578024448, 115.980381974, 173.053233393, 146.5023956, 179.733502238, 169.657958421
171.821641471, 140.686270855, 137.192690602, 93.7198278665, 167.713331276, 130.233298212, 102.170680397, 132.037589129, 936.310983491, 184.883027448, 32.9711020803, 647.353548273, 168.75252387, 164.380662771, 149.323849083, 165.342938667, 187.721895097, 681.87516761, 210.932943436, 166.503555754, 152.721389335, 147.443803756, 146.682822023, 113.292570072, 120.667511924, 148.213500496, 138.84372241, 160.863365469, 148.211962936
188.015118907, 137.43176284, 132.246046749, 95.1097581752, 144.002333495, 173.149716205, 83.6201002415, 129.787710176, 311.437345847, 171.127917271, 63.7089170278, 706.879579303, 161.461447062, 156.009392026, 149.152991242, 160.714356548, 168.409162512, 521.244883162, 185.231853867, 161.090461339, 150.046046605, 161.712409334, 147.01726412, 112.161133167, 127.210519403, 148.074523718, 143.314359557, 174.442009434, 147.233088159
145.605545446, 139.145736773, 134.469085974, 92.5370297871, 141.213696289, 118.536591784, 68.5263985105, 121.528522137, 411.389627893, 154.244778312, 83.7716210555, 653.04270837, 138.908466491, 144.317634222, 133.519670412, 136.894242655, 139.64534966, 897.736621622, 213.781535951, 137.454036539, 135.369064349, 139.078792888, 130.648081464, 109.140895777, 110.17827096, 132.303787017, 118.090262525, 170.614090838, 131.034248157
164.529808581, 149.184545893, 126.491013223, 92.1907966434, 160.795461972, 145.668403161, 103.573633044, 123.356330789, 611.155940049, 162.413409034, 10.2844964798, 765.443123646, 160.197378189, 160.901089622, 144.192036164, 149.310619517, 177.762742767, 903.682304951, 230.873718473, 152.904495686, 153.401735794, 145.397745099, 136.952436902, 98.3975806927, 122.764052458, 142.932649406, 126.269049604, 158.203786434, 142.654734975
181.229298966, 133.409940052, 133.39595119, 108.289403923, 135.550066787, 147.328448684, 83.1159011706, 133.155222225, 614.479567391, 166.445660931, 50.5028047138, 280.611990778, 184.321710906, 180.111902376, 159.588956804, 180.508674974, 191.630541064, 754.508225801, 227.677922067, 181.063318942, 162.695973984, 157.503127262, 157.381515978, 101.139852784, 123.21986658, 158.790435783, 132.343459684, 216.10901825, 157.607918437
162.726924015, 146.464409857, 136.065714466, 94.6689472795, 161.900207608, 103.665685208, 87.3247917797, 110.459542192, 365.465094928, 183.532949062, 1.77153952096, 733.806800003, 166.034718063, 165.475218902, 142.624575989, 145.827375838, 174.286675887, 912.470619291, 198.166510001, 160.242918091, 144.693314059, 129.144262912, 129.031810918, 96.622814215, 103.605603904, 138.8596365, 115.687411788, 133.562821527, 132.399570758
203.478538827, 195.546352609, 141.926650614, 88.5104018309, 202.986122602, 143.049593976, 107.822513196, 128.147857443, 263.7636104, 164.889668896, 17.8906214693, 465.756410441, 160.538187882, 172.007323219, 159.510757708, 160.315882047, 173.191806, 716.063270442, 167.503671151, 160.340297706, 159.549809476, 161.990421546, 159.186330608, 102.421540213, 114.257278288, 159.50293142, 141.423055342, 170.971329948, 159.488642345
173.910486909, 153.002829246, 145.523442408, 103.022327202, 161.981066678, 146.800481937, 89.1425025732, 129.736281648, 698.560538103, 205.450338009, 86.0831724751, 499.136788614, 169.174588237, 160.609842769, 156.602900583, 165.187700304, 169.951185883, 973.42522753, 256.651839424, 166.928865691, 157.265197086, 156.25844692, 153.481570496, 100.808175886, 129.084870386, 155.244345708, 143.76826851, 165.325313436, 153.694640392
189.912945967, 171.445037091, 128.432984926, 65.8317826953, 172.649879929, 103.736622824, 63.0140062142, 97.3184334835, 912.661252822, 187.94958056, 44.1316461174, 557.416258243, 147.272415383, 171.614767056, 134.437884438, 134.562370885, 154.42733317, 204.33924817, 221.550662499, 137.246689089, 134.939374451, 144.391957413, 133.719128238, 113.354267508, 95.2450367226, 134.423700622, 107.375638189, 161.349466166, 134.413193033
177.608262418, 159.670886512, 132.102097541, 85.863556359, 176.261197259, 113.131763479, 81.2677203737, 117.097564574, 917.393307351, 148.761256408, 27.7587291472, 486.338280897, 143.249265249, 171.618143876, 141.474649742, 142.296801965, 152.308423233, 904.984387559, 226.351575251, 143.224712252, 141.675200843, 145.001744099, 140.72536536, 110.495180796, 101.23991145, 141.384175209, 120.824579534, 168.519529821, 141.382477445
155.161417212, 138.770935509, 129.008300639, 98.4185688036, 142.17906244, 150.54595394, 53.8733795656, 118.199056992, 708.886501054, 177.974802559, 71.8288612447, 606.808774099, 177.45315835, 163.161403834, 155.681207238, 170.269302074, 180.255485819, 661.040936413, 257.79234795, 176.022809069, 158.110611085, 155.787026219, 154.693052579, 100.344884135, 107.756078855, 155.563417008, 150.688444341, 192.687072745, 155.412422317
142.030081327, 140.786968032, 135.855561434, 98.2122096576, 141.346421678, 148.244452488, 110.396660305, 117.602341422, 223.182630413, 171.626380322, 71.9142248363, 744.033617914, 149.423773833, 127.000842123, 123.788390033, 129.818974084, 162.791756299, 261.353716984, 202.924089542, 145.611397132, 123.820260208, 131.402300684, 123.25267856, 114.041993793, 114.155634755, 123.779621564, 119.541439731, 182.987223586, 123.708686076
198.24541511, 165.305005394, 141.952012003, 105.675625793, 187.662399605, 151.622454768, 100.023628248, 110.779590375, 898.947980474, 178.090500836, 18.9283377365, 900.438318598, 170.138560002, 172.454613437, 155.523543283, 164.945983707, 179.829926136, 563.804354512, 254.79932659, 167.465557418, 157.629472886, 157.61493599, 154.167038143, 104.681026607, 106.025742157, 155.087881131, 141.423230534, 171.06145489, 154.898949985
209.194962904, 149.548593679, 145.874185095, 114.217583185, 158.077823378, 169.151860837, 68.0735269466, 138.869743158, 887.570670119, 186.776515569, 79.9311746378, 967.827621354, 163.830891708, 162.616677742, 142.176506493, 163.635470006, 173.763368446, 481.672087454, 259.128289282, 163.64740824, 142.617556691, 162.841460886, 140.995884144, 94.118111681, 136.236648118, 141.584823814, 139.951071407, 181.788308399, 141.209923634
179.658966733, 144.065557103, 120.426353448, 100.226171946, 159.965029595, 122.898767374, 82.7417033259, 110.037489321, 585.115460605, 167.567998995, 16.5735556907, 950.15869372, 163.059341778, 168.332258463, 157.382860235, 162.148028735, 164.19993186, 330.429901204, 244.574027071, 162.886272778, 159.179962262, 159.136834965, 156.231762743, 77.6349658869, 107.301359848, 156.614896639, 145.201512538, 180.275905618, 156.435072974
159.963445974, 157.426204198, 141.20656126, 95.8268246942, 158.796592399, 143.563775101, 107.572956163, 134.626129109, 896.853334927, 181.522350927, 80.5671465576, 347.953564358, 187.237074943, 158.680975682, 157.117016752, 166.904139476, 202.52325605, 341.025073441, 205.233087558, 173.828232152, 157.454758184, 153.442596913, 152.364199803, 96.4209151478, 124.651947296, 156.892377117, 111.657517454, 161.106104991, 152.687951954
188.999598807, 137.545654429, 128.698910322, 94.0696654069, 142.346354575, 158.219805728, 89.4864763024, 126.433846036, 160.040442235, 175.974929035, 84.0877571767, 721.251231529, 151.669501595, 172.344561381, 137.311480856, 149.424598628, 187.1442538, 751.057506076, 213.679268594, 150.637026101, 140.840974771, 140.119374627, 134.414520964, 113.793712549, 108.641181442, 136.449916975, 116.165518682, 148.179065912, 135.646198308
180.809296686, 143.445687568, 129.01888975, 84.4484451389, 149.003234555, 185.642294952, 109.927118951, 124.828884733, 908.669306239, 180.750973179, 25.9173862015, 968.688784864, 182.976464022, 190.876685791, 177.00646415, 177.63830577, 193.038085168, 728.243572738, 201.449343555, 181.595551193, 179.107166394, 177.18097478, 175.162172891, 96.3147732109, 118.943329314, 176.027759676, 114.621242222, 179.977833534, 175.770845307
151.323535612, 150.385039653, 148.078769986, 91.9622237641, 151.257926507, 172.071515211, 131.708233368, 136.596386558, 808.040617083, 155.682477002, 73.1417802187, 994.772284088, 177.370288123, 184.422443256, 150.875561955, 151.724714128, 186.717752512, 673.136218554, 271.295603165, 173.039482166, 150.998291509, 151.3808182, 148.707754348, 100.230642604, 136.293888176, 149.055318232, 134.504955976, 163.540174481, 149.038753888
168.910382477, 140.192963262, 133.875677874, 105.361957571, 144.669529283, 137.846242239, 113.906601832, 127.797275701, 507.137458304, 164.212038796, 19.9514216458, 588.67722919, 173.028243906, 207.906537636, 163.281792352, 169.040995804, 173.891120025, 426.966409996, 269.435881521, 172.694930054, 163.285666892, 160.847459055, 160.668826427, 100.731445084, 124.032472892, 162.241750859, 160.396288953, 163.278983415, 161.846568531
198.354648046, 151.283986917, 135.154649494, 95.2591904153, 156.485063353, 126.537339542, 66.8957789161, 97.5939397145, 614.126958228, 151.942363535, 38.359157432, 370.706720701, 160.746972343, 168.205504115, 149.043613893, 153.447181791, 183.27800116, 213.772316015, 296.37780308, 154.592739375, 149.496705326, 152.945340481, 145.483630232, 89.5572021172, 96.6760683022, 147.712846686, 129.819682684, 156.58942343, 147.620797307
156.164983386, 136.930329535, 136.200565969, 92.638286, 146.533864655, 171.979343597, 112.950903334, 127.812200271, 437.523118139, 215.023821333, 65.2380646643, 266.731363893, 148.730715706, 165.056022986, 141.586290291, 144.627459047, 177.777857213, 553.555733436, 280.090390605, 145.420566846, 155.862525381, 145.465603979, 135.761626307, 83.950759826, 121.274309976, 141.338369247, 130.089945379, 158.340943886, 140.944444112
173.466830494, 141.508819733, 136.577358922, 83.3540250122, 144.59684264, 137.416847241, 94.9618721903, 134.058463779, 718.859637033, 166.836117158, 66.628358351, 408.973220677, 123.407053099, 143.869297672, 122.971207308, 123.350621748, 146.156210151, 428.266624735, 148.042691632, 123.396268776, 127.197549227, 136.279515731, 115.106175393, 91.1652945633, 130.288621023, 121.729022318, 110.531154487, 147.342700644, 121.22698293
184.833251214, 158.372620041, 143.795485175, 108.271932855, 169.562706713, 165.752626995, 66.3614587969, 131.210607758, 290.178393767, 167.883210247, 58.9779686477, 915.955454909, 153.264984406, 168.902931572, 150.967144941, 152.102963698, 164.554847721, 992.791714138, 155.608953224, 152.1974338, 151.824122529, 154.064599775, 150.048771546, 95.5792901544, 130.361388119, 150.638233027, 142.715537114, 182.962261432, 150.576170909
182.258502983, 127.001690482, 125.836932043, 97.8411778164, 129.764903918, 124.307774648, 86.0290781678, 124.170498621, 641.720103999, 206.783611804, 78.2069389525, 255.066279791, 183.167411539, 162.791756877, 157.702680745, 160.761002408, 190.447880905, 724.99648193, 245.441218219, 161.889186574, 160.6169845, 159.653574866, 157.050469182, 83.0915461745, 118.981892608, 157.664399866, 134.394644414, 182.021463467, 157.657190855
171.591473042, 138.854758157, 127.589707405, 91.677980508, 154.12378859, 172.386524943, 87.2131202466, 127.545602354, 536.084388828, 186.495295883, 12.3903240016, 840.173736369, 162.320688386, 214.101249025, 161.656234473, 161.94304873, 189.255338666, 656.262265285, 252.627622836, 162.199863279, 162.507981382, 164.38167314, 160.334984377, 81.5901280893, 118.438173876, 161.23101061, 123.527583138, 176.910917585, 160.730006858
168.029017191, 125.052262004, 124.317260431, 77.8975699814, 161.103170627, 176.179348214, 57.0572811143, 118.922900153, 911.297195512, 206.849060177, 38.5404045486, 981.111738511, 187.20728906, 175.050549601, 165.222931182, 169.12383796, 191.651862758, 853.383213802, 228.612530511, 184.844203785, 167.748766851, 161.76716578, 160.261975581, 117.129536444, 118.663587327, 162.407951915, 129.833402458, 173.028630677, 160.431086949
162.901507307, 156.713316803, 148.344693013, 73.3908315137, 157.230550238, 127.526572518, 98.9578563286, 107.128477116, 393.258369923, 161.638752589, 23.7414844382, 350.563705953, 156.679056697, 162.557528129, 151.785841213, 153.198504186, 161.743230116, 189.482763879, 282.972063209, 154.15919299, 151.801698783, 162.039754522, 150.966416394, 109.669059424, 102.160949286, 151.772195566, 139.347598819, 174.471853758, 151.770977752
169.302488656, 154.040659014, 137.094066788, 99.3495926909, 156.736333418, 127.211239963, 98.6209538148, 133.923312258, 868.056757541, 159.726393771, 80.0999651925, 715.631428251, 142.075615619, 145.189591212, 139.062188905, 140.114008893, 151.080688456, 473.979236109, 224.94963529, 141.958138426, 140.727815442, 144.465105826, 135.161184672, 113.991401723, 124.915593836, 136.28158364, 118.631267243, 207.375377945, 136.194518479
190.2412367, 164.823345728, 147.59003726, 90.8140820455, 177.660767897, 181.88429818, 101.083637518, 122.066678629, 211.643875322, 192.089166132, 39.2932923041, 735.378724446, 182.005683389, 179.461356436, 175.399015497, 181.409164875, 183.162005939, 601.811735477, 194.578323237, 181.411737075, 175.53496907, 172.953838386, 172.635237487, 104.784220777, 117.883172888, 175.298520338, 131.82715792, 214.02724234, 175.193953
190.114522851, 151.805363438, 135.571579191, 89.7677480917, 189.582726028, 125.647402205, 60.7944533213, 129.992767951, 423.364172906, 195.825307757, 88.325141037, 714.207256041, 148.208044637, 143.427621859, 135.823707052, 142.295478169, 163.853489135, 516.468198001, 206.536590533, 147.210876275, 136.581783519, 135.76477667, 132.716494772, 96.6754109449, 124.040890305, 135.659516415, 129.661268742, 139.651000026, 135.431308013
181.479080998, 134.73850769, 130.671994925, 104.2337601, 149.763125248, 176.623376567, 121.450400949, 124.835428798, 531.192186002, 200.912024821, 64.1815229685, 186.111763746, 164.663858202, 166.191356507, 162.179816002, 162.318522229, 181.472987913, 743.113253656, 242.598159863, 163.042342673, 162.274634192, 164.829919087, 161.090312222, 105.805826581, 124.784865555, 162.051419132, 136.953944677, 192.739973101, 161.895981111
156.776265859, 147.494247633, 131.568787189, 87.5840652968, 149.594680487, 112.14732299, 82.9152652585, 128.392048439, 996.731473293, 192.143168226, 32.4691684563, 216.912474911, 175.759130937, 179.747424898, 158.1942215, 158.37653508, 178.620427781, 600.435246372, 193.47900267, 175.238448318, 158.361367313, 158.166185753, 153.834790979, 96.7746805108, 109.993293254, 157.949439418, 151.007080489, 164.078408889, 157.929640298
178.888763561, 131.455587021, 125.897835731, 94.1916097956, 159.358562217, 96.6709180514, 75.7644352709, 94.2708863746, 573.06565666, 173.322743669, 93.1800807226, 827.991842499, 143.633205561, 187.263274135, 141.64205674, 142.483898626, 175.925020781, 637.152738158, 237.752976634, 143.099707909, 142.138463716, 164.484692491, 141.152457077, 110.551501494, 81.7549540321, 141.515936283, 122.586499568, 174.884614919, 141.454885501
170.976035883, 163.17767557, 146.90175631, 117.564648946, 165.663680825, 159.618976515, 82.7055850802, 146.014230669, 625.343318105, 156.540295417, 110.290685861, 692.228566663, 171.870857506, 204.543004453, 136.434939416, 159.748196779, 171.978554798, 593.065657152, 268.402947807, 171.65613286, 136.871801286, 137.387747773, 136.34232057, 108.297583193, 145.611077505, 136.35742479, 130.884957583, 156.186062976, 136.356616857
183.25823194, 160.569207689, 110.829937661, 91.7186230421, 176.551533229, 114.449302406, 60.7376601569, 103.941581591, 373.058667375, 185.340075053, 63.7186069277, 593.342703161, 162.486100926, 184.594749441, 157.760146939, 161.695951926, 165.857082776, 901.00955834, 291.501138354, 161.822524834, 157.785133523, 168.473278302, 156.830482962, 100.058214445, 86.2593522223, 157.385985996, 139.785069102, 175.146949659, 157.243473049
167.278296141, 146.166658706, 137.399463071, 90.0820950769, 161.346035209, 122.988054777, 77.6541415346, 130.576133553, 934.793292673, 160.634520801, 78.2557405349, 247.470039609, 165.241801256, 191.70652746, 155.78238838, 162.289420239, 170.530142625, 789.576786736, 187.786379792, 163.692301359, 155.883124642, 155.225827896, 152.668382908, 91.3558329741, 122.891960807, 155.548196999, 150.416956546, 156.846737441, 155.443931106
160.206516761, 144.57317969, 143.444135942, 106.226701509, 153.073626912, 154.41782151, 38.4828364624, 139.944693083, 636.64048001, 155.220947005, 105.640492068, 918.839185589, 151.242169135, 191.236424398, 150.417318298, 150.736729515, 158.139140101, 883.865675666, 171.409042248, 151.086113161, 151.201232236, 149.935774537, 149.623728573, 90.9636747826, 132.989678826, 150.264557048, 137.547142641, 167.029697432, 149.965528236
186.729208746, 133.478963563, 133.463322966, 113.538270528, 138.593090122, 140.493335532, 112.676931455, 128.266018019, 880.968072326, 161.184345469, 14.6701742323, 462.776339882, 166.934272751, 150.817933362, 149.226193678, 153.711333949, 169.163737589, 588.551999762, 242.128251755, 164.134069787, 149.658367273, 152.688575265, 146.732451753, 111.850763411, 118.054658327, 149.086351898, 136.696157321, 155.58934255, 148.950202871
162.863163013, 130.390139364, 126.604221244, 101.670507691, 154.491621863, 124.494314149, 56.3197968744, 122.417763437, 228.751562315, 168.945739093, 84.2403559971, 208.142527908, 157.195163203, 156.791883504, 147.471938559, 156.074108366, 167.039120682, 300.607114368, 191.986571745, 156.521644311, 149.848335442, 147.487155705, 143.687956189, 93.9853661431, 120.22628481, 145.241118343, 141.701833615, 184.858342367, 144.636303841
157.21230129, 152.937442146, 129.045115938, 89.5426732277, 155.728140388, 155.501549558, 62.2611645713, 124.746137807, 188.944406981, 161.948037673, 21.8121759317, 689.94822181, 169.819122022, 152.508377068, 151.36965718, 158.513928126, 177.606359921, 768.64911676, 301.81377458, 167.240667784, 151.952380709, 153.38814787, 150.971938754, 109.307334825, 106.357185035, 151.214895169, 118.881700241, 164.778686357, 151.140379753
168.896013584, 145.445397037, 139.274745672, 95.1323449634, 162.206207728, 130.746516608, 82.3304475415, 106.329933365, 584.810220979, 165.023300076, 10.7845590654, 233.64527126, 164.714906523, 165.872165785, 161.023220963, 163.207146324, 178.039992698, 422.488648432, 279.433232805, 164.502745373, 161.815975337, 165.150712767, 159.26221738, 97.9677537978, 94.8897426835, 160.89924636, 155.379741575, 190.890717473, 160.895832943
163.603237626, 155.147023726, 132.1997758, 96.0416301387, 161.710831131, 113.852934352, 101.847995425, 114.084508168, 575.181770659, 186.098271762, 2.9040606695, 930.109814648, 167.021311395, 160.459098069, 157.342236496, 164.295981807, 180.079628574, 594.065450711, 173.028645513, 166.648695404, 157.749244924, 159.763364376, 156.381226489, 100.990278491, 110.525690536, 157.3392119, 139.298687653, 163.819538044, 157.311316893
181.123392007, 160.330575634, 132.344592714, 91.6287292075, 169.420604319, 115.535598182, 64.8642090322, 102.23036653, 278.536131819, 201.784798096, 36.3017270367, 509.466690606, 156.440646013, 158.827379978, 145.529111617, 150.062663512, 173.084020873, 764.881700273, 200.427976046, 155.802110861, 145.919873027, 160.415273766, 145.257328392, 99.0607888002, 102.04888394, 145.522034454, 129.118937357, 160.833571722, 145.293894221
159.452287379, 144.23120052, 119.340560285, 75.2223044318, 152.294761768, 148.669423353, 64.7576362084, 113.858535507, 382.668555031, 156.40469952, 48.9906793388, 815.533517528, 162.525293579, 180.864077806, 150.612022245, 157.304532353, 177.370860933, 347.524523668, 292.665748227, 158.86004219, 151.090551888, 156.635944644, 149.988300256, 98.9410381932, 100.786758841, 150.595762573, 149.816711347, 157.618126085, 150.557040133
200.861707533, 195.636801773, 138.244043472, 97.0592370876, 197.303510947, 139.6806907, 103.920069767, 138.162454547, 721.763811807, 186.010842514, 41.1707375175, 796.411893036, 169.691479307, 165.459998285, 157.712132232, 158.364273657, 173.841458911, 563.704914298, 182.371428776, 163.038779711, 159.880902495, 158.863423923, 156.061270527, 96.8592494197, 134.257887286, 157.005408865, 144.973336582, 195.654491794, 156.853963108
173.958291162, 163.671515077, 141.51830668, 116.519197336, 168.640908936, 126.840195796, 75.7318426336, 119.220003295, 650.208586996, 173.641615321, 81.4175704156, 385.572253852, 140.835975187, 145.978362816, 139.428741788, 140.283008774, 148.047724035, 950.992789799, 204.971239922, 140.596953814, 144.527897498, 142.393208225, 133.119430708, 101.744955027, 101.569290297, 139.383537745, 117.679042855, 151.318633845, 139.008736533
163.825569185, 123.180880337, 123.053924701, 90.3091134566, 137.202952296, 122.822794781, 78.9726205466, 122.875914523, 611.859971554, 205.754434411, 0.645035655482, 306.032453132, 139.342058571, 133.629301587, 131.433075321, 136.56447876, 140.477175335, 405.532360488, 181.507307679, 138.260386617, 132.187315921, 138.744547163, 130.46507625, 99.8429060915, 113.934711592, 131.361553841, 120.963989986, 167.655236708, 131.114328233
163.334531635, 135.326466, 126.175625391, 95.0863540219, 142.386270356, 120.279848503, 56.9102542183, 121.440594997, 809.398226849, 169.859800292, 6.27757875233, 924.04967201, 145.572168641, 175.179978935, 142.482178628, 144.480341084, 150.334827925, 197.005052601, 168.995099216, 145.378487531, 142.497995277, 147.025640223, 141.278458924, 95.4176725067, 107.289483434, 142.284794492, 95.4199342914, 176.867000617, 142.256894431
164.450800212, 147.74743797, 112.476139678, 106.011139069, 162.881455627, 108.580246447, 94.4257198063, 109.484933998, 784.810624073, 178.885839, 40.0527626294, 690.572460998, 167.535957414, 173.07083265, 153.716347894, 167.068209355, 177.436883961, 330.523040513, 214.52530455, 167.093568947, 165.082850031, 158.222817369, 142.798756243, 104.073417944, 102.721855629, 147.81104167, 139.488300839, 167.794284197, 142.84577512
158.059959452, 154.565825022, 152.639394878, 91.5993834669, 157.235512395, 121.599526587, 117.006081157, 126.740862308, 317.284895361, 183.585404939, 40.8387048028, 434.519368686, 145.420712608, 149.130038626, 144.125046902, 144.933213556, 155.799818618, 414.251241131, 219.41731983, 145.325529625, 148.377505991, 156.468678826, 142.964182576, 94.0055742058, 121.128915916, 143.962065197, 140.547246146, 173.749639766, 143.578805312
